num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
111,106,NODE_248_length_1075_cov_32.924099_1_64_1074,337,210,1.0,YP_010085063.1,Tospoviridae,Tospoviridae-Peribunyaviridae,Tospoviridae,2389,413,glycoprotein precursor,Glycoprotein,Solanum lycopersicum,ssRNA(+/-),Orthotospovirus,1,1.0,100.0
112,107,NODE_402_length_1042_cov_8.725759_1_2_922,306,119,0.99,ATP66856.1,Flaviviridae,Flaviviridae,Flaviviridae,150,906,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pestivirus,1,1.0,100.0
113,108,NODE_932_length_983_cov_11.045738_1_39_983,315,208,1.0,ARU09832.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,5749,429,coat protein,Structural-Envelope,Cucurbitaceae,ssRNA(+),Polerovirus,1,1.0,100.0
114,109,NODE_1305_length_1264_cov_12.154465_2_92_1264,390,637,1.0,QED42836.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,5778,84,P1,Other-Functions,Capsicum annuum,ssRNA(+),Polerovirus,3,3.0,100.0
115,110,NODE_1971_length_1748_cov_26.946149_1_362_1537,391,189,1.0,AGC36402.1,Picornaviridae,Picornaviridae,Picornaviridae,636,498,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Kobuvirus,3,1.0,33.33
116,111,NODE_724_length_1763_cov_20.845266_2_822_1763,313,102,1.0,QTJ01860.1,Solemoviridae,Solemoviridae-Luteoviridae-Tombusviridae,Solemoviridae,2692,1162,RNA-dependent RNA polymerase,Replication-Transcription,Saccharum sp.,ssRNA(+),Polerovirus,1,1.0,100.0
117,112,NODE_5776_length_1530_cov_10.062708_1_3_1529,509,199,1.0,YP_006468898.1,Tospoviridae,Tospoviridae-Peribunyaviridae,Tospoviridae,446,456,RNA-dependent RNA polymerase,Replication-Transcription,Arachis hypogaea,ssRNA(+/-),Orthotospovirus,6,6.0,100.0
118,113,NODE_7209_length_1491_cov_13.417123_1_84_1490,468,246,1.0,QPZ88447.1,Tospoviridae,Tospoviridae,Tospoviridae,10282,343,NSs non-structural protein,Non-structural,Capsicum,ssRNA(+/-),Orthotospovirus,5,5.0,100.0
120,114,NODE_1_length_2628_cov_126.296081_1_3_1565,521,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,2.0,33.33
121,115,NODE_247_length_905_cov_85.141204_1_3_905,301,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
122,116,NODE_136_length_907_cov_5.606095_1_2_907,302,179,1.0,0711245A,Retroviridae,Retroviridae,Retroviridae,594,553,gag-pol polyprotein gPr80,Structural-Envelope,Mus musculus,ssRNA-RT,Gammaretrovirus,1,1.0,100.0
123,117,NODE_145_length_2160_cov_37.561945_2_192_1505,437,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,4.0,100.0
124,118,NODE_667_length_1135_cov_196.721724_1_3_1133,377,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
125,119,NODE_441_length_1302_cov_189.098348_1_1_1302,434,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
126,120,NODE_2_length_1189_cov_62.898067_1_3_1187,395,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
127,121,NODE_72_length_1002_cov_8.815494_1_1_1002,334,132,0.92,QRN45811.1,Reoviridae,Reoviridae,Sedoreoviridae,3292,797,VP2,Structural-Envelope,Ovis aries,dsRNA,Orbivirus,1,1.0,100.0
128,122,NODE_92_length_992_cov_5.591143_1_3_992,330,979,0.85,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
129,123,NODE_11_length_1152_cov_45.725022_1_3_1151,383,962,1.0,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,3,1.0,33.33
130,124,NODE_239_length_1330_cov_107.035141_1_2_1063,354,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
131,125,NODE_248_length_2130_cov_65.107160_1_3_1781,592,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
132,126,NODE_55_length_4137_cov_95.803467_1_346_1605,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
134,127,NODE_72_length_7404_cov_78.428630_1_3_4628,1542,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,32,32.0,100.0
135,128,NODE_72_length_7404_cov_78.428630_2_4913_7402,829,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,14,14.0,100.0
136,129,NODE_107_length_7267_cov_50.006228_1_2_7267,2422,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,54,54.0,100.0
137,130,NODE_3_length_4231_cov_57.525837_1_346_1605,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
138,131,NODE_4_length_3187_cov_28.781569_1_58_3186,1042,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,19,19.0,100.0
139,132,NODE_7_length_1129_cov_53.459184_1_3_1127,375,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
140,133,NODE_232_length_3186_cov_79.411058_1_58_3186,1042,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,19,19.0,100.0
141,134,NODE_293_length_2123_cov_57.923882_2_350_2122,590,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
142,135,NODE_315_length_4222_cov_104.250655_1_1_4221,1407,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,28,28.0,100.0
143,136,NODE_332_length_7432_cov_79.430981_1_2_7432,2477,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,55,55.0,100.0
144,137,NODE_74_length_3198_cov_138.153458_2_708_3197,829,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,14,14.0,100.0
145,138,NODE_130_length_1892_cov_82.013434_1_2_1891,630,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,9,9.0,100.0
146,139,NODE_91_length_1763_cov_125.117305_1_52_1650,532,185,1.0,QQM99855.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,7532,528,RNA-dependent RNA polymerase,Replication-Transcription,Macaca mulatta,dsRNA,Picobirnavirus,6,6.0,100.0
147,140,NODE_3_length_4162_cov_48.005595_6_2561_3820,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
148,141,NODE_6_length_2343_cov_1.817190_1_3_1544,514,962,0.92,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,6,4.0,66.67
149,142,NODE_10_length_1367_cov_24.749240_1_302_1366,355,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
150,143,NODE_227_length_1086_cov_13.938389_1_3_1004,334,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
151,144,NODE_1_length_1178_cov_9.580302_1_3_1178,392,688,0.89,ARF10604.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,4144,71,hypothetical protein,Replication-Transcription,Ostreococcus sp. 'lucimarinus',dsDNA,Prasinovirus,3,1.0,33.33
152,145,NODE_79_length_1610_cov_66.052863_2_221_1609,463,979,0.86,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,1.0,20.0
153,146,NODE_87_length_3733_cov_48.281789_3_1441_3510,689,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,10,8.0,80.0
154,147,NODE_141_length_4206_cov_38.976766_3_938_2992,684,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,10,3.0,30.0
155,148,NODE_4_length_1445_cov_15.348637_1_2_1444,481,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,1.0,20.0
156,149,NODE_107_length_1739_cov_144.461583_1_421_1737,439,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
157,150,NODE_1_length_1863_cov_65.626380_1_44_1861,605,741,0.97,QUD39733.1,Anelloviridae,Anelloviridae,Anelloviridae,5943,61,hypothetical protein,Hypothetical,Homo sapiens,ssDNA(-),Gammatorquevirus,8,1.0,12.5
158,151,NODE_316_length_1896_cov_19.583467_1_53_1894,614,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
159,152,NODE_473_length_1072_cov_12.436727_1_1_1071,357,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
160,153,NODE_484_length_1944_cov_22.338534_1_330_1589,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
161,154,NODE_643_length_1756_cov_13.790778_1_3_1754,584,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
162,155,NODE_646_length_3046_cov_13.818512_1_3_3044,1014,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,18,18.0,100.0
163,156,NODE_275_length_2421_cov_70.469456_1_2_2419,806,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,13,3.0,23.08
164,157,NODE_322_length_1377_cov_14.572065_1_269_1375,369,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
165,158,NODE_151_length_1418_cov_202.307190_1_97_1416,440,245,0.99,NP_045004.1,Closteroviridae,Closteroviridae,Closteroviridae,7054,343,heat shock protein 70,Stress-Response,Solanum lycopersicum,ssRNA(+),Crinivirus,4,2.0,50.0
166,159,NODE_2_length_2196_cov_10.427506_1_1_2196,732,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,11,11.0,100.0
167,160,NODE_6_length_1403_cov_88.562130_1_1_1326,441,677,0.99,YP_010086664.1,Baculoviridae,Baculoviridae,Baculoviridae,2177,73,helicase,Replication-Transcription,Lymantria dispar,dsDNA,Alphabaculovirus,4,2.0,50.0
168,161,NODE_458_length_3833_cov_17.461700_4_1230_3050,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
169,162,NODE_1331_length_3550_cov_18.262964_1_36_1586,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
170,163,NODE_1331_length_3550_cov_18.262964_2_1602_3167,521,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,6,6.0,100.0
171,164,NODE_125_length_950_cov_6.297094_1_2_949,316,119,0.99,ATP66856.1,Flaviviridae,Flaviviridae,Flaviviridae,150,906,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pestivirus,1,1.0,100.0
172,165,NODE_11979_length_2124_cov_164.868283_1_3_1775,590,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
173,166,NODE_310_length_1337_cov_169.584227_1_3_1064,354,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
174,167,NODE_580_length_932_cov_6.695893_1_1_930,310,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,1,1.0,100.0
175,168,NODE_49_length_1883_cov_124.653637_1_3_1883,627,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,3.0,33.33
176,169,NODE_332_length_10606_cov_129.445054_1_1_9900,3299,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,75,75.0,100.0
177,170,NODE_2_length_4222_cov_66.895708_1_1_4221,1407,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,28,28.0,100.0
178,171,NODE_3_length_4179_cov_119.596657_1_388_1647,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
179,172,NODE_4_length_3236_cov_58.568289_1_58_3225,1055,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,19,19.0,100.0
180,173,NODE_6_length_1923_cov_106.418803_1_1_1884,627,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,9,9.0,100.0
181,174,NODE_7_length_1400_cov_3.125278_1_12_1400,462,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,5,5.0,100.0
182,175,NODE_11_length_915_cov_17.296296_1_2_913,304,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
183,176,NODE_1_length_1572_cov_31.183432_1_3_1571,523,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
184,177,NODE_491_length_1317_cov_16.661442_1_2_1315,437,179,1.0,0711245A,Retroviridae,Retroviridae,Retroviridae,594,553,gag-pol polyprotein gPr80,Structural-Envelope,Mus musculus,ssRNA-RT,Gammaretrovirus,4,4.0,100.0
185,178,NODE_1527_length_961_cov_6.646809_1_2_961,320,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,1,1.0,100.0
186,179,NODE_2235_length_915_cov_8.089485_1_3_914,304,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,1,1.0,100.0
187,180,NODE_3113_length_1361_cov_18.131343_1_2_1060,352,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
188,181,NODE_3165_length_919_cov_13.325167_1_1_918,306,978,0.83,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
190,182,NODE_1_length_1656_cov_70.636137_1_1_1656,552,979,0.88,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,3.0,42.86
193,183,NODE_133_length_1899_cov_186.982428_1_1_1899,633,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,9,9.0,100.0
194,184,NODE_152_length_3187_cov_107.228048_1_58_3186,1042,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,19,19.0,100.0
195,185,NODE_205_length_957_cov_9.697650_1_1_957,319,462,1.0,AXQ65588.1,Anelloviridae,Anelloviridae,Anelloviridae,5728,140,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Betatorquevirus,1,1.0,100.0
196,186,NODE_226_length_4232_cov_135.232011_1_3_4232,1410,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,28,28.0,100.0
197,187,NODE_600_length_1106_cov_4.942326_1_15_1106,363,304,1.0,AZK35897.1,Anelloviridae,Anelloviridae,Anelloviridae,4267,244,ORF1,Hypothetical,Homo sapiens,ssDNA(-),Alphatorquevirus,2,2.0,100.0
198,188,NODE_704_length_1030_cov_9.493493_1_1_1029,343,398,1.0,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus,2,2.0,100.0
199,189,NODE_7_length_1214_cov_11.753623_1_201_1214,337,398,1.0,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus,1,1.0,100.0
200,190,NODE_123_length_3200_cov_127.220639_1_2_2491,829,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,14,14.0,100.0
201,191,NODE_141_length_2124_cov_72.006721_2_350_2122,590,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
202,192,NODE_1_length_7148_cov_43.738058_1_2_7147,2382,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,53,53.0,100.0
203,193,NODE_3_length_4144_cov_105.824823_5_2533_3792,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
205,194,NODE_9_length_1305_cov_72.496810_2_242_1303,354,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
206,195,NODE_8_length_991_cov_3.681443_1_2_991,330,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,1,1.0,100.0
