contig-21_189_length_2335_read_count_7381_1_15_1025,tpg|DAD61299.1|,336,374,7.64E-42,157,34.006,347,96,MAG TPA: chaperone protein [Inoviridae sp.],
contig-42_9_length_14572_read_count_49989_10_13516_14571,tpg|DAV11729.1|,351,317,6.42E-42,156,33.66,306,85,MAG TPA: hypothetical protein [Bacteriophage sp.],
contig-42_7_length_14576_read_count_26208_10_13527_14576,tpg|DAV11729.1|,349,317,2.56E-42,157,33.66,306,86,MAG TPA: hypothetical protein [Bacteriophage sp.],
contig-56_22_length_24635_read_count_12195_8_7993_9465,tpg|DAV64153.1|,490,725,1.03E-42,170,32.438,447,88,MAG TPA: putative glutamine amidotransferase [Bacteriophage sp.],
contig-35_20_length_22439_read_count_10571_7_6533_7552,tpg|DAD61299.1|,339,374,3.6E-43,161,34.104,346,96,MAG TPA: chaperone protein [Inoviridae sp.],
contig-35_17_length_9741_read_count_23746_9_8104_9741,tpg|DAK34182.1|,545,486,1.23E-43,170,32.877,365,63,MAG TPA: putative transcriptional regulator [Microviridae sp.],
contig-35_27_length_19560_read_count_6003_14_12205_13701,tpg|DAQ20310.1|,498,366,1.09E-43,166,32.641,337,67,"MAG TPA: dihydroorotase, partial [Bacteriophage sp.]",
contig-35_23_length_8908_read_count_10483_1_108_1586,tpg|DAK34182.1|,492,486,6.47E-44,170,32.877,365,70,MAG TPA: putative transcriptional regulator [Microviridae sp.],
contig-42_16_length_26405_read_count_8770_13_11516_12994,tpg|DAK34182.1|,492,486,3.84E-44,170,32.877,365,70,MAG TPA: putative transcriptional regulator [Microviridae sp.],
contig-21_281_length_1809_read_count_3264_1_3_914,tpg|DAQ33138.1|,303,288,9.69E-45,161,32.967,273,89,"MAG TPA: ABC-type sugar transport system, permease component [Inoviridae sp.]",
contig-42_13_length_11812_read_count_11967_3_1571_2500,tpg|DAQ33138.1|,309,288,4.65E-45,162,33.333,273,88,"MAG TPA: ABC-type sugar transport system, permease component [Inoviridae sp.]",
contig-35_38_length_15318_read_count_8287_2_879_1808,tpg|DAQ33138.1|,309,288,2.16E-46,166,32.632,285,92,"MAG TPA: ABC-type sugar transport system, permease component [Inoviridae sp.]",
contig-21_94_length_4166_read_count_5386_3_1346_2362,tpg|DAX12918.1|,338,351,8.71E-47,170,33.134,335,99,MAG TPA: Permeases of the drug/metabolite transporter (DMT) superfamily [Bacteriophage sp.],
contig-56_34_length_18054_read_count_6223_10_12444_14084,tpg|DAF29699.1|,546,432,4.77E-47,178,32.41,361,64,MAG TPA: Folylpolyglutamate synthase [Bacteriophage sp.],
contig-28_12_length_10475_read_count_13964_5_3808_4734,tpg|DAR18180.1|,308,325,2.64E-47,169,45.852,229,73,MAG TPA: hypothetical protein [Bacteriophage sp.] >DAR18183.1 MAG TPA: hypothetical protein [Bacteriophage sp.],
contig-28_13_length_10429_read_count_26533_4_5751_6677,tpg|DAR18180.1|,308,325,2.64E-47,169,45.852,229,73,MAG TPA: hypothetical protein [Bacteriophage sp.] >DAR18183.1 MAG TPA: hypothetical protein [Bacteriophage sp.],
contig-42_0_length_75800_read_count_26713_16_16540_17556,tpg|DAX12918.1|,338,351,1.29E-47,172,33.731,335,99,MAG TPA: Permeases of the drug/metabolite transporter (DMT) superfamily [Bacteriophage sp.],
contig-28_142_length_3562_read_count_3768_2_1144_2403,tpg|DAE33682.1|,419,654,1.01E-47,181,30,360,83,MAG TPA: Chromatin remodeling complex ATPase [Bacteriophage sp.],
contig-21_315_length_1544_read_count_1478_1_278_1483,gb|QSM02056.1|,401,409,7.25E-48,176,30.788,419,98,tyrosine integrase [Mycobacterium phage prophi68-1] >QSM05101.1 tyrosine integrase [Mycobacterium phage prophiGD04-1],
contig-59_61_length_5546_read_count_7597_1_2_1600,tpg|DAF29699.1|,533,432,6.99E-48,180,32.964,361,66,MAG TPA: Folylpolyglutamate synthase [Bacteriophage sp.],
contig-21_74_length_4797_read_count_7725_3_1738_2724,tpg|DAD99675.1|,328,306,4.35E-48,171,35.938,320,97,MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctSXk8] >DAE10152.1 MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctwPp35],
contig-28_59_length_5553_read_count_14985_3_3953_5551,tpg|DAF29699.1|,533,432,2.66E-48,181,32.687,361,66,MAG TPA: Folylpolyglutamate synthase [Bacteriophage sp.],
contig-91_115_length_3959_read_count_11605_3_1738_2724,tpg|DAD99675.1|,328,306,2.17E-48,172,35.514,321,97,MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctSXk8] >DAE10152.1 MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctwPp35],
contig-28_31_length_15663_read_count_5863_4_3958_4944,tpg|DAD99675.1|,328,306,1.81E-48,172,35.737,319,97,MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctSXk8] >DAE10152.1 MAG TPA: methionyl-tRNA formyltransferase [Siphoviridae sp. ctwPp35],
contig-21_11_length_9418_read_count_14404_10_8170_9408,tpg|DAF45148.1|,412,503,1.44E-49,183,30.127,395,93,MAG TPA: argininosuccinate synthase [Siphoviridae sp. ctBLh2],
contig-35_10_length_12968_read_count_19809_12_11720_12958,tpg|DAF45148.1|,412,503,1.44E-49,183,30.127,395,93,MAG TPA: argininosuccinate synthase [Siphoviridae sp. ctBLh2],
contig-35_9_length_13045_read_count_39144_1_85_1323,tpg|DAF45148.1|,412,503,1.44E-49,183,30.127,395,93,MAG TPA: argininosuccinate synthase [Siphoviridae sp. ctBLh2],
contig-21_244_length_2097_read_count_2146_2_1131_2096,tpg|DAX10454.1|,321,370,1.36E-49,177,31.119,286,89,MAG TPA: Protein of unknown function (DUF2974) [Bacteriophage sp.],
contig-28_349_length_1310_read_count_2272_1_42_1310,tpg|DAI59253.1|,423,905,1.09E-49,189,34.27,356,81,MAG TPA: P-type ATPase [CrAss-like virus sp.],
contig-21_346_length_1310_read_count_4207_1_47_1309,tpg|DAI59253.1|,421,905,9.61E-50,189,34.27,356,82,MAG TPA: P-type ATPase [CrAss-like virus sp.],
contig-77_2_length_62807_read_count_22584_38_46184_47602,gb|ASN68717.1|,472,369,5.81E-50,182,34.615,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-84_2_length_62910_read_count_22608_38_46287_47705,gb|ASN68717.1|,472,369,5.81E-50,182,34.615,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-35_49_length_6710_read_count_17697_4_3348_4766,gb|ASN68717.1|,472,369,2.94E-50,183,34.872,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-59_42_length_6712_read_count_8950_3_1944_3362,gb|ASN68717.1|,472,369,2.94E-50,183,34.872,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-84_48_length_6813_read_count_17969_4_3451_4869,gb|ASN68717.1|,472,369,2.94E-50,183,34.872,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-84_62_length_6467_read_count_8549_3_1944_3362,gb|ASN68717.1|,472,369,2.94E-50,183,34.872,390,82,hypothetical protein 9F5_30 [uncultured Caudovirales phage],
contig-56_36_length_17259_read_count_6991_8_8771_9817,tpg|DAS04873.1|,348,302,2.32E-50,178,41.368,307,87,"MAG TPA: anthranilate phosphoribosyltransferase, partial [Corticoviridae sp.]",
contig-59_75_length_8483_read_count_2683_2_765_1811,tpg|DAS04873.1|,348,302,2.32E-50,178,41.368,307,87,"MAG TPA: anthranilate phosphoribosyltransferase, partial [Corticoviridae sp.]",
contig-21_180_length_2375_read_count_7035_1_135_1358,tpg|DAD57205.1|,407,404,1.65E-50,183,32.787,366,89,MAG TPA: EpsO-like protein [Inoviridae sp.],
contig-21_210_length_2374_read_count_3506_2_1017_2240,tpg|DAD57205.1|,407,404,1.65E-50,183,32.787,366,89,MAG TPA: EpsO-like protein [Inoviridae sp.],
contig-98_9_length_33556_read_count_534252_5_4768_6015,tpg|DAJ19102.1|,415,393,3.76E-51,185,30.025,393,92,"MAG TPA: hypothetical protein, partial [Siphoviridae sp. cty4Z2]",
contig-84_22_length_22776_read_count_10353_12_12724_13947,tpg|DAD57205.1|,407,404,1.88E-51,186,33.06,366,89,MAG TPA: EpsO-like protein [Inoviridae sp.],
contig-21_358_length_1376_read_count_2026_1_18_1376,emb|CAB4142586.1|,452,543,7.18E-52,191,30.841,428,93,"HepA Superfamily II DNA/RNA helicases, SNF2 family [uncultured Caudovirales phage]",
contig-21_428_length_1084_read_count_27_1_2_1084,tpg|DAT60011.1|,361,522,1.77E-52,190,32.578,353,98,MAG TPA: Alpha-L-arabinofuranosidase [Bacteriophage sp.],
contig-35_38_length_15318_read_count_8287_7_7667_9739,gb|UWD76155.1|,690,684,1.06E-52,202,33.737,495,69,MAG: Sodium/hydrogen exchanger family protein [Bacteriophage sp.],
contig-59_27_length_8163_read_count_13318_5_3701_5266,tpg|DAL04970.1|,521,357,3.66E-53,192,37.607,351,67,MAG TPA: proteasome ATPase [CrAss-like virus sp.],
contig-28_31_length_15663_read_count_5863_9_9615_11180,tpg|DAL04970.1|,521,357,3.22E-53,192,37.83,341,65,MAG TPA: proteasome ATPase [CrAss-like virus sp.],
contig-28_18_length_9057_read_count_15555_4_3877_5949,gb|UWD76155.1|,690,684,3.12E-53,203,33.202,506,71,MAG: Sodium/hydrogen exchanger family protein [Bacteriophage sp.],
contig-59_51_length_5552_read_count_17595_2_301_1866,tpg|DAL04970.1|,521,357,2.9E-53,192,37.607,351,67,MAG TPA: proteasome ATPase [CrAss-like virus sp.],
contig-98_29_length_8866_read_count_995783_4_3345_5417,gb|UWD76155.1|,690,684,2.85E-53,204,33.202,506,71,MAG: Sodium/hydrogen exchanger family protein [Bacteriophage sp.],
contig-28_68_length_9932_read_count_3798_2_1231_2772,gb|UWD68179.1|,513,454,8.57E-55,199,30.263,456,86,MAG: ATPase [Bacteriophage sp.],
contig-28_13_length_21902_read_count_8726_15_18236_19213,tpg|DAR18190.1|,325,379,7.78E-55,191,36.957,322,97,MAG TPA: L-glyceraldehyde 3-phosphate reductase [Bacteriophage sp.] >DAR18212.1 MAG TPA: L-glyceraldehyde 3-phosphate reductase [Bacteriophage sp.],
contig-21_3_length_14383_read_count_19872_1_2_1057,tpg|DAU44999.1|,352,360,2.75E-56,195,33.121,314,89,MAG TPA: GTPase Era [Inoviridae sp.],
contig-49_315_length_1425_read_count_1448_1_151_1296,gb|QNL13342.1|,381,302,1.67E-56,195,41.071,280,73,DDE transposase [Microcystis phage vB_MaeS-yong1],
contig-77_338_length_1340_read_count_2475_1_65_1210,gb|QNL13342.1|,381,302,1.67E-56,195,41.071,280,73,DDE transposase [Microcystis phage vB_MaeS-yong1],
contig-42_0_length_75800_read_count_26713_58_66788_67846,tpg|DAF88471.1|,352,271,1.24E-56,193,40.53,264,74,"MAG TPA: glyceraldehyde-3-phosphate dehydrogenase, partial [Inoviridae sp. ctNqM18]",
contig-49_10_length_14107_read_count_20013_2_1007_2065,tpg|DAF88471.1|,352,271,7.71E-57,194,40.53,264,74,"MAG TPA: glyceraldehyde-3-phosphate dehydrogenase, partial [Inoviridae sp. ctNqM18]",
contig-63_11_length_14086_read_count_39252_10_12022_13080,tpg|DAF88471.1|,352,271,7.71E-57,194,40.53,264,74,"MAG TPA: glyceraldehyde-3-phosphate dehydrogenase, partial [Inoviridae sp. ctNqM18]",
contig-21_2_length_14410_read_count_38138_1_15_1082,tpg|DAU44999.1|,355,360,2.29E-57,198,32.615,325,92,MAG TPA: GTPase Era [Inoviridae sp.],
contig-35_26_length_20195_read_count_6958_2_1435_2499,tpg|DAU44999.1|,354,360,1.95E-57,198,32.615,325,92,MAG TPA: GTPase Era [Inoviridae sp.],
contig-35_99_length_4216_read_count_5259_3_1294_2460,tpg|DAF45263.1|,388,609,1.57E-57,206,34.278,388,98,MAG TPA: putative transcriptional regulator [Siphoviridae sp. ctBLh2],
contig-42_0_length_75800_read_count_26713_52_61974_62909,tpg|DAX14834.1|,311,295,1.49E-57,195,36.093,302,97,MAG TPA: SITE SPECIFIC RECOMBINASE XERD [Inoviridae sp.],
contig-21_467_length_941_read_count_1029_1_3_941,tpg|DAX14834.1|,313,295,7.37E-58,196,36.093,302,96,MAG TPA: SITE SPECIFIC RECOMBINASE XERD [Inoviridae sp.],
contig-98_115_length_2972_read_count_42651_3_1079_2695,tpg|DAT83709.1|,538,437,7.15E-59,209,30.676,414,76,MAG TPA: sugar (Glycoside-Pentoside-Hexuronide) transporter [Bacteriophage sp.],
contig-59_137_length_3658_read_count_6553_1_1_1515,tpg|DAT83709.1|,505,437,2.63E-59,210,30.676,414,81,MAG TPA: sugar (Glycoside-Pentoside-Hexuronide) transporter [Bacteriophage sp.],
contig-28_20_length_9102_read_count_30798_9_7295_8941,tpg|DAD65877.1|,548,355,1.14E-59,209,37.748,302,54,MAG TPA: DNA polymerase IV [Siphoviridae sp. ctDEW4],
contig-98_34_length_18775_read_count_286458_8_8637_12488,tpg|DAD57262.1|,1283,416,1.12E-59,220,31.923,520,41,"MAG TPA: hypothetical protein, partial [Inoviridae sp.]",
contig-63_94_length_5398_read_count_2434_3_1781_2947,tpg|DAF45263.1|,388,609,9.59E-60,212,34.278,388,98,MAG TPA: putative transcriptional regulator [Siphoviridae sp. ctBLh2],
contig-42_4_length_50387_read_count_23938_45_37439_38872,tpg|DAD65877.1|,477,355,3.43E-61,212,38.079,302,62,MAG TPA: DNA polymerase IV [Siphoviridae sp. ctDEW4],
contig-35_38_length_15318_read_count_8287_5_4666_6972,tpg|DAV65873.1|,768,471,2.54E-61,222,35.92,348,44,"MAG TPA: Melibiase, partial [Inoviridae sp.]",
contig-28_18_length_9057_read_count_15555_2_878_3184,tpg|DAV65873.1|,768,471,1.67E-61,223,35.92,348,44,"MAG TPA: Melibiase, partial [Inoviridae sp.]",
contig-98_29_length_8866_read_count_995783_2_346_2652,tpg|DAV65873.1|,768,471,1.67E-61,223,35.92,348,44,"MAG TPA: Melibiase, partial [Inoviridae sp.]",
contig-21_21_length_8134_read_count_14973_7_6327_7601,tpg|DAD65877.1|,424,355,6.81E-62,212,37.748,302,70,MAG TPA: DNA polymerase IV [Siphoviridae sp. ctDEW4],
contig-91_14_length_28984_read_count_10428_21_22712_23791,gb|UWG18854.1|,359,353,2.88E-62,211,39.55,311,86,MAG: MraW methylase family protein [Bacteriophage sp.],
contig-28_0_length_28421_read_count_81595_12_14895_15974,gb|UWG18854.1|,359,353,1.69E-62,211,39.55,311,86,MAG: MraW methylase family protein [Bacteriophage sp.],
contig-21_438_length_975_read_count_2966_1_1_975,ref|YP_007677362.1|,325,460,1.38E-62,213,40.351,285,88,dehydrogenase [Synechococcus phage S-SSM4] >AGG54237.1 glucose 6-phosphate dehydrogenase [Synechococcus phage S-SSM4] >AGG54405.1 glucose-6-phosphate dehydrogenase [Cyanophage S-SSM6b],
contig-28_0_length_28918_read_count_42497_12_14895_15974,gb|UWG18854.1|,359,353,9.65E-63,212,39.55,311,86,MAG: MraW methylase family protein [Bacteriophage sp.],
contig-84_22_length_22776_read_count_10353_6_4247_5260,tpg|DAF45314.1|,337,342,5.64E-63,211,39.64,333,95,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-21_159_length_2594_read_count_7165_2_1592_2578,emb|CAB4137974.1|,328,317,3.6E-63,211,39.615,260,79,"TerC Membrane protein TerC, possibly involved in tellurium resistance [uncultured Caudovirales phage]",
contig-21_185_length_2641_read_count_3430_1_44_1030,emb|CAB4137974.1|,328,317,3.6E-63,211,39.615,260,79,"TerC Membrane protein TerC, possibly involved in tellurium resistance [uncultured Caudovirales phage]",
contig-35_33_length_18457_read_count_6833_8_10549_11535,emb|CAB4137974.1|,328,317,3.23E-63,211,39.615,260,79,"TerC Membrane protein TerC, possibly involved in tellurium resistance [uncultured Caudovirales phage]",
contig-35_161_length_2847_read_count_8142_2_1350_2363,tpg|DAF45314.1|,337,342,2.52E-63,212,39.64,333,95,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-35_182_length_2841_read_count_4103_2_1344_2357,tpg|DAF45314.1|,337,342,2.52E-63,212,39.64,333,95,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-42_21_length_23632_read_count_8971_18_22260_23630,tpg|DAE58597.1|,456,296,1.76E-64,218,36.752,351,77,MAG TPA: 1-deoxy-D-xylulose-5-phosphate synthase [Inoviridae sp.],
contig-28_13_length_21902_read_count_8726_3_3553_5190,tpg|DAF45331.1|,545,735,9.08E-65,233,42.215,289,53,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-35_45_length_13234_read_count_4285_9_6609_7634,tpg|DAE21119.1|,341,214,3.62E-65,213,49.765,213,58,"MAG TPA: amine dehydrogenase, partial [Siphoviridae sp. ctRCE13]",
contig-49_48_length_13295_read_count_4304_9_6670_7695,tpg|DAE21119.1|,341,214,3.62E-65,213,49.765,213,58,"MAG TPA: amine dehydrogenase, partial [Siphoviridae sp. ctRCE13]",
contig-35_95_length_5678_read_count_1927_5_4026_5678,tpg|DAT13109.1|,551,463,1.78E-65,228,32.415,472,82,MAG TPA: ATP dependent DNA helicase [Inoviridae sp.],
contig-98_57_length_12331_read_count_202456_3_2563_3501,tpg|DAQ80368.1|,312,287,1.2E-65,216,43.103,290,92,MAG TPA: hypothetical protein [Herelleviridae sp.],
contig-35_254_length_1801_read_count_3918_1_193_1800,tpg|DAT13109.1|,536,463,1.84E-66,230,33.261,460,85,MAG TPA: ATP dependent DNA helicase [Inoviridae sp.],
contig-42_257_length_1899_read_count_2002_1_3_1610,tpg|DAT13109.1|,536,463,1.52E-66,231,33.261,460,85,MAG TPA: ATP dependent DNA helicase [Inoviridae sp.],
contig-35_10_length_30858_read_count_17568_19_21929_23053,ref|YP_010655801.1|,374,360,1.71E-67,225,35.493,355,94,DNA polymerase III beta subunit [Arthrobacter phage Richie] >AYN58906.1 DNA polymerase III beta subunit [Arthrobacter phage Richie],
contig-42_3_length_17556_read_count_35077_7_7786_8910,ref|YP_010655801.1|,374,360,7.32E-68,226,35.493,355,94,DNA polymerase III beta subunit [Arthrobacter phage Richie] >AYN58906.1 DNA polymerase III beta subunit [Arthrobacter phage Richie],
contig-70_2_length_20417_read_count_78930_12_12623_13747,ref|YP_010655801.1|,374,360,7.32E-68,226,35.493,355,94,DNA polymerase III beta subunit [Arthrobacter phage Richie] >AYN58906.1 DNA polymerase III beta subunit [Arthrobacter phage Richie],
contig-21_2_length_14410_read_count_38138_8_6833_8077,tpg|DAU48319.1|,414,371,3.49E-68,228,36.48,392,93,"MAG TPA: glucose-1-phosphate adenylyltransferase, partial [Bacteriophage sp.]",
contig-21_3_length_14383_read_count_19872_8_6808_8052,tpg|DAU48319.1|,414,371,3.49E-68,228,36.48,392,93,"MAG TPA: glucose-1-phosphate adenylyltransferase, partial [Bacteriophage sp.]",
contig-35_26_length_20195_read_count_6958_9_8249_9493,tpg|DAU48319.1|,414,371,1.96E-68,229,36.735,392,93,"MAG TPA: glucose-1-phosphate adenylyltransferase, partial [Bacteriophage sp.]",
contig-59_137_length_3658_read_count_6553_2_1773_3044,gb|QNL13342.1|,423,302,9.17E-69,228,43.403,288,68,DDE transposase [Microcystis phage vB_MaeS-yong1],
contig-21_234_length_2788_read_count_1305_4_1280_2602,gb|UWG22301.1|,440,492,5.3E-69,235,37.228,368,80,"MAG: Nicotinate phosphoribosyltransferase (NAPRTase) family protein, partial [Bacteriophage sp.]",
contig-28_16_length_20534_read_count_9499_20_19026_20348,gb|UWG22301.1|,440,492,5.3E-69,235,37.228,368,80,"MAG: Nicotinate phosphoribosyltransferase (NAPRTase) family protein, partial [Bacteriophage sp.]",
contig-21_294_length_1556_read_count_5210_1_62_1384,gb|UWG22301.1|,440,492,2.06E-69,236,37.5,368,80,"MAG: Nicotinate phosphoribosyltransferase (NAPRTase) family protein, partial [Bacteriophage sp.]",
contig-59_302_length_1565_read_count_2811_1_182_1504,gb|UWG22301.1|,440,492,1.95E-69,236,37.5,368,80,"MAG: Nicotinate phosphoribosyltransferase (NAPRTase) family protein, partial [Bacteriophage sp.]",
contig-35_71_length_9305_read_count_5059_11_7895_9304,gb|UVY22200.1|,470,550,1.76E-69,239,34.986,363,77,MAG: DnaA protein [Bacteriophage sp.],
contig-28_191_length_2654_read_count_5265_1_3_1415,gb|UVY22200.1|,471,550,4.83E-70,240,39.474,304,65,MAG: DnaA protein [Bacteriophage sp.],
contig-21_460_length_962_read_count_996_1_3_962,tpg|DAD86510.1|,320,413,3.44E-70,231,42.857,308,96,MAG TPA: Chromatin remodeling complex ATPase [Siphoviridae sp. ctu1h4],
contig-21_94_length_4166_read_count_5386_5_3267_4166,tpg|DAG49937.1|,300,441,2.54E-70,232,41.818,275,91,MAG TPA: (dimethylallyl)adenosine tRNA methylthiotransferase [Bacteriophage sp.],
contig-98_34_length_18775_read_count_286458_3_2888_4255,tpg|DAF64474.1|,455,426,9.06E-71,238,32.864,426,93,"MAG TPA: ABC-type antimicrobial peptide transport system, permease component, partial [Myoviridae sp. ctu6J18]",
contig-21_112_length_3528_read_count_13398_3_1902_3269,tpg|DAF64474.1|,455,426,8.69E-71,238,32.569,436,93,"MAG TPA: ABC-type antimicrobial peptide transport system, permease component, partial [Myoviridae sp. ctu6J18]",
contig-21_129_length_3512_read_count_6615_1_259_1626,tpg|DAF64474.1|,455,426,8.69E-71,238,32.569,436,93,"MAG TPA: ABC-type antimicrobial peptide transport system, permease component, partial [Myoviridae sp. ctu6J18]",
contig-49_80_length_5014_read_count_11229_5_3757_5013,tpg|DAF60825.1|,419,317,3.19E-71,234,39.557,316,75,"MAG TPA: P-type ATPase, partial [Siphoviridae sp. ctVDC13]",
contig-35_42_length_7190_read_count_20673_5_5811_6878,gb|UWG08128.1|,355,310,1.39E-72,236,44.625,307,86,MAG: Pyridoxal-phosphate dependent enzyme [Bacteriophage sp.],
contig-21_149_length_3184_read_count_3656_1_2_1033,tpg|DAF60825.1|,344,317,1.13E-72,236,39.557,316,92,"MAG TPA: P-type ATPase, partial [Siphoviridae sp. ctVDC13]",
contig-28_112_length_3808_read_count_10051_3_2604_3806,tpg|DAI01701.1|,401,396,2.33E-73,242,37.275,389,97,MAG TPA: cysteine sulfinate desulfinase/cysteine desulfurase [Inoviridae sp.],
contig-28_128_length_3803_read_count_5442_1_1_1200,tpg|DAI01701.1|,400,396,2.16E-73,242,37.275,389,97,MAG TPA: cysteine sulfinate desulfinase/cysteine desulfurase [Inoviridae sp.],
contig-42_0_length_75800_read_count_26713_43_50068_51315,tpg|DAI01701.1|,415,396,4.3E-74,244,37.626,396,95,MAG TPA: cysteine sulfinate desulfinase/cysteine desulfurase [Inoviridae sp.],
contig-56_22_length_24635_read_count_12195_14_16617_17888,tpg|DAW11498.1|,423,338,2.87E-74,243,43.854,301,70,MAG TPA: signal recognition particle-docking protein [Bacteriophage sp.],
contig-49_19_length_25459_read_count_10366_13_16385_17452,gb|UWG08128.1|,355,310,9.63E-75,241,45.603,307,86,MAG: Pyridoxal-phosphate dependent enzyme [Bacteriophage sp.],
contig-56_22_length_24635_read_count_12195_16_18847_19881,gb|UVY20110.1|,344,342,2.19E-76,246,39.942,343,99,MAG: glycosyltransferase like family 2 [Bacteriophage sp.],
contig-70_165_length_3125_read_count_2553_1_178_1473,ref|YP_009608029.1|,431,407,6.68E-77,253,38.821,407,89,DNA methyltransferase [Mycobacterium phage SirDuracell] >AEK10164.1 methyltransferase [Mycobacterium phage SirDuracell],
contig-35_310_length_1489_read_count_1403_1_1_1047,tpg|DAG39522.1|,349,926,3.35E-77,263,43.733,359,99,MAG TPA: type II restriction enzyme [Bacteriophage sp.],
contig-56_129_length_2138_read_count_689_2_455_1414,tpg|DAW85402.1|,319,315,4.4E-78,248,42.049,283,88,MAG TPA: SITE SPECIFIC RECOMBINASE XERD [Bacteriophage sp.],
contig-63_133_length_2145_read_count_698_1_111_1070,tpg|DAW85402.1|,319,315,4.4E-78,248,42.049,283,88,MAG TPA: SITE SPECIFIC RECOMBINASE XERD [Bacteriophage sp.],
contig-28_93_length_7133_read_count_3146_1_2_1309,gb|QAU06570.1|,436,388,3.06E-78,256,40.884,362,83,hypothetical protein SEA_WILLIAMBOONE_63 [Gordonia phage WilliamBoone],
contig-21_8_length_10917_read_count_23338_5_4637_6052,tpg|DAE06452.1|,471,477,2E-78,260,38.928,429,89,MAG TPA: Nucleotidyltransferase [Siphoviridae sp. ctmP19] >DAJ64976.1 MAG TPA: Nucleotidyltransferase [Siphoviridae sp.],
contig-98_53_length_6537_read_count_647564_5_4656_6071,tpg|DAE06452.1|,471,477,1.83E-78,260,38.928,429,89,MAG TPA: Nucleotidyltransferase [Siphoviridae sp. ctmP19] >DAJ64976.1 MAG TPA: Nucleotidyltransferase [Siphoviridae sp.],
contig-35_10_length_30858_read_count_17568_5_3095_4510,tpg|DAE06452.1|,471,477,1.15E-78,261,38.928,429,89,MAG TPA: Nucleotidyltransferase [Siphoviridae sp. ctmP19] >DAJ64976.1 MAG TPA: Nucleotidyltransferase [Siphoviridae sp.],
contig-21_57_length_5365_read_count_8969_2_2926_4284,gb|QAU06570.1|,452,388,3.27E-80,261,39.646,396,88,hypothetical protein SEA_WILLIAMBOONE_63 [Gordonia phage WilliamBoone],
contig-21_171_length_2462_read_count_8201_2_924_1991,tpg|DAK65206.1|,355,353,2.99E-80,257,42,350,95,MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAK65215.1 MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAQ80409.1 MAG TPA: transcription elongation factor NusA [Herelleviridae sp.],
contig-77_123_length_3677_read_count_12278_2_1956_3314,gb|QAU06570.1|,452,388,2.61E-80,261,39.899,396,88,hypothetical protein SEA_WILLIAMBOONE_63 [Gordonia phage WilliamBoone],
contig-35_108_length_3996_read_count_13131_1_25_2508,gb|QRI43854.1|,827,701,1.43E-80,282,40.87,345,41,protease II [Bacteriophage sp.],
contig-28_29_length_15724_read_count_6917_10_11762_14245,gb|QRI43854.1|,827,701,1.28E-80,282,40.87,345,41,protease II [Bacteriophage sp.],
contig-59_111_length_3997_read_count_6740_2_1491_3974,gb|QRI43854.1|,827,701,6.23E-81,283,41.159,345,41,protease II [Bacteriophage sp.],
contig-21_198_length_2503_read_count_4274_2_473_1540,tpg|DAK65206.1|,355,353,2.71E-81,259,42.286,350,95,MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAK65215.1 MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAQ80409.1 MAG TPA: transcription elongation factor NusA [Herelleviridae sp.],
contig-42_0_length_75800_read_count_26713_56_64588_65592,gb|UWG11797.1|,334,283,8.02E-82,258,49.658,292,86,MAG: Spermine/spermidine synthase domain [Bacteriophage sp.],
contig-35_34_length_16863_read_count_7941_14_14593_15660,tpg|DAK65206.1|,355,353,3.86E-82,261,42.571,350,95,MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAK65215.1 MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAQ80409.1 MAG TPA: transcription elongation factor NusA [Herelleviridae sp.],
contig-49_34_length_16883_read_count_7938_3_1204_2271,tpg|DAK65206.1|,355,353,3.86E-82,261,42.571,350,95,MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAK65215.1 MAG TPA: transcription elongation factor NusA [Siphoviridae sp.] >DAQ80409.1 MAG TPA: transcription elongation factor NusA [Herelleviridae sp.],
contig-28_217_length_2171_read_count_6797_1_1_1728,tpg|DAW10385.1|,575,598,3.77E-82,276,32.332,566,97,"MAG TPA: ABC-type multidrug transport system, ATPase and permease component [Bacteriophage sp.]",
