num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
406,381,contig-28_51_length_6826_read_count_8826_4_3050_4003,317,978,0.91,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
408,382,contig-28_54_length_6667_read_count_10614_2_444_2399,651,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,4.0,44.44
409,383,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,5.0,71.43
410,384,contig-28_54_length_6667_read_count_10614_4_4421_5605,394,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
411,385,contig-28_55_length_6644_read_count_11767_2_774_2333,519,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
412,386,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,4.0,80.0
413,387,contig-28_55_length_6644_read_count_11767_4_3793_4743,316,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
414,388,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,3.0,33.33
415,389,contig-28_60_length_6081_read_count_9343_2_1669_2916,415,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
416,390,contig-28_60_length_6081_read_count_9343_4_3656_4678,340,957,0.89,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,1,1.0,100.0
417,391,contig-28_60_length_6081_read_count_9343_5_4747_6081,444,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
418,392,contig-28_62_length_6065_read_count_10137_2_134_1219,361,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
419,393,contig-28_62_length_6065_read_count_10137_4_1889_3112,407,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
420,394,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,2.0,33.33
421,395,contig-28_62_length_6065_read_count_10137_6_4747_6033,428,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
422,396,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,6.0,100.0
424,397,contig-28_73_length_5327_read_count_6574_6_4261_5253,330,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
425,398,contig-28_80_length_5090_read_count_6633_1_19_1299,426,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
427,399,contig-28_80_length_5090_read_count_6633_5_3980_4939,319,979,0.83,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
428,400,contig-28_83_length_5030_read_count_10441_5_3238_4476,412,427,0.98,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus,3,2.0,66.67
429,401,contig-28_84_length_4952_read_count_8859_1_319_2106,595,978,0.89,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,8,5.0,62.5
430,402,contig-28_84_length_4952_read_count_8859_4_3545_4600,351,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
431,403,contig-28_96_length_4610_read_count_5771_2_278_1246,322,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
432,404,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,11,10.0,90.91
433,405,contig-28_99_length_4544_read_count_6852_1_3_1310,435,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,2.0,50.0
434,406,contig-28_99_length_4544_read_count_6852_2_1482_2834,450,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
435,407,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,2.0,40.0
436,408,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,20,11.0,55.0
437,409,contig-28_102_length_4483_read_count_4891_1_63_1700,545,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,6.0,85.71
438,410,contig-28_102_length_4483_read_count_4891_2_1648_3027,459,197,0.99,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,4,3.0,75.0
439,411,contig-28_102_length_4483_read_count_4891_3_3047_3958,303,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
440,412,contig-28_104_length_4410_read_count_5537_1_2_1702,567,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,5.0,71.43
441,413,contig-28_104_length_4410_read_count_5537_2_2074_3192,372,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
442,414,contig-28_104_length_4410_read_count_5537_3_3248_4393,381,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
443,415,contig-28_105_length_4374_read_count_6524_1_29_1501,490,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
444,416,contig-28_108_length_4313_read_count_6112_4_1143_2522,459,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,3.0,75.0
446,417,contig-28_109_length_4307_read_count_6313_2_498_1568,356,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
447,418,contig-28_109_length_4307_read_count_6313_4_2807_4306,499,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,2.0,40.0
448,419,contig-28_112_length_4183_read_count_7415_2_705_1697,330,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
450,420,contig-28_112_length_4183_read_count_7415_4_2979_4166,395,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
451,421,contig-28_116_length_4092_read_count_6294_1_115_2868,917,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,16,7.0,43.75
453,422,contig-28_121_length_3944_read_count_5721_3_1301_2221,306,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
455,423,contig-28_128_length_3803_read_count_5442_3_2100_3731,543,978,0.85,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,4.0,57.14
456,424,contig-28_130_length_3741_read_count_5883_1_3_1313,437,628,0.99,YP_003933800.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2900,86,BORF2-ribonucleotide reductase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus,4,1.0,25.0
457,425,contig-28_130_length_3741_read_count_5883_2_1730_3739,670,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,10,5.0,50.0
458,426,contig-28_132_length_3716_read_count_6853_3_1630_2943,437,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
459,427,contig-28_136_length_3653_read_count_4868_1_1_1602,534,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
460,428,contig-28_136_length_3653_read_count_4868_3_2623_3645,340,978,0.88,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
461,429,contig-28_139_length_3591_read_count_5225_1_47_1522,491,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
462,430,contig-28_139_length_3591_read_count_5225_3_2622_3590,323,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
463,431,contig-28_140_length_3580_read_count_4285_2_294_1274,326,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
464,432,contig-28_140_length_3580_read_count_4285_3_1407_2612,401,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
465,433,contig-28_142_length_3562_read_count_3768_1_57_1160,367,515,0.98,AAF26709.1,Matonaviridae,Matonaviridae,Matonaviridae,951,124,non-structural polyprotein p200,Non-structural,Homo sapiens,ssRNA(+),Rubivirus,2,1.0,50.0
466,434,contig-28_142_length_3562_read_count_3768_2_1144_2403,419,978,0.92,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,3.0,100.0
467,435,contig-28_149_length_3484_read_count_6470_1_1_1911,636,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,7.0,77.78
468,436,contig-28_149_length_3484_read_count_6470_2_1914_3482,523,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
469,437,contig-28_152_length_3466_read_count_5809_1_3_1313,436,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
470,438,contig-28_152_length_3466_read_count_5809_3_1938_3071,377,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
471,439,contig-28_158_length_3357_read_count_4819_1_2_967,321,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
472,440,contig-28_158_length_3357_read_count_4819_2_1316_3013,565,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,3.0,42.86
473,441,contig-28_162_length_3283_read_count_3892_2_1220_3151,643,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,7.0,77.78
474,442,contig-28_163_length_3206_read_count_4201_2_178_1734,518,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,1.0,16.67
475,443,contig-28_169_length_3122_read_count_3521_1_51_3122,1024,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,19,19.0,100.0
476,444,contig-28_174_length_3008_read_count_4971_1_49_1200,383,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
477,445,contig-28_174_length_3008_read_count_4971_2_1639_2943,434,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
478,446,contig-28_175_length_2975_read_count_4910_2_677_1924,415,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
479,447,contig-28_175_length_2975_read_count_4910_3_2024_2974,316,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
480,448,contig-28_177_length_2941_read_count_4165_1_78_1304,408,197,0.99,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,3,1.0,33.33
481,449,contig-28_177_length_2941_read_count_4165_2_1471_2940,489,574,0.96,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,5,2.0,40.0
482,450,contig-28_191_length_2654_read_count_5265_1_3_1415,471,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
483,451,contig-28_200_length_2534_read_count_3765_1_72_1097,341,979,0.89,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
484,452,contig-28_200_length_2534_read_count_3765_2_1244_2404,386,923,0.94,QKN88782.1,Caliciviridae,Caliciviridae,Caliciviridae,558,36,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Bavovirus,3,2.0,66.67
485,453,contig-28_208_length_2463_read_count_4430_1_49_2286,745,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,12,10.0,83.33
487,454,contig-28_209_length_2461_read_count_2465_3_1404_2459,352,739,0.83,QTJ62749.1,Narnaviridae,Narnaviridae,Narnaviridae,2914,61,RNA-dependent RNA polymerase,Replication-Transcription,Entomophthora muscae,ssRNA(+),Narnavirus,2,1.0,50.0
488,455,contig-28_214_length_2394_read_count_3752_2_743_2344,533,978,0.87,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,4.0,66.67
489,456,contig-28_217_length_2371_read_count_2656_2_321_1448,375,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
490,457,contig-28_226_length_2277_read_count_3698_2_769_2277,502,979,0.87,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
491,458,contig-28_233_length_2209_read_count_2431_2_1015_2028,337,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
492,459,contig-28_234_length_2198_read_count_3000_2_912_2141,409,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
493,460,contig-28_242_length_2072_read_count_2721_2_229_1608,459,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
494,461,contig-28_273_length_1790_read_count_3172_1_2_1360,453,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
495,462,contig-28_277_length_1742_read_count_2281_1_124_1725,533,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,5.0,83.33
496,463,contig-28_282_length_1704_read_count_1935_1_25_1128,367,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
497,464,contig-28_284_length_1699_read_count_2439_1_136_1059,307,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
498,465,contig-28_306_length_1545_read_count_2147_1_3_1529,508,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,1.0,16.67
499,466,contig-28_325_length_1459_read_count_2275_1_13_1290,425,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
500,467,contig-28_336_length_1414_read_count_1743_1_1_1413,471,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
501,468,contig-28_337_length_1413_read_count_1360_1_1_939,312,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
502,469,contig-28_345_length_1338_read_count_1827_2_257_1336,359,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
503,470,contig-28_349_length_1310_read_count_2272_1_42_1310,423,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
504,471,contig-28_373_length_1148_read_count_1676_1_2_952,316,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
505,472,contig-28_376_length_1137_read_count_907_1_6_950,314,44,0.98,AVM87430.1,Togaviridae,Togaviridae-Flaviviridae,Togaviridae,1946,3099,structural polyprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Alphavirus,1,1.0,100.0
506,473,contig-35_10_length_12968_read_count_19809_2_986_2041,351,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
507,474,contig-35_10_length_12968_read_count_19809_3_2049_4658,869,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,15,10.0,66.67
508,475,contig-35_10_length_12968_read_count_19809_6_5468_6568,366,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
509,476,contig-35_10_length_12968_read_count_19809_7_6565_7740,391,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
510,477,contig-35_10_length_12968_read_count_19809_8_7917_8834,305,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
511,478,contig-35_10_length_12968_read_count_19809_9_8824_10119,431,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
512,479,contig-35_10_length_12968_read_count_19809_10_10163_11128,321,979,0.8,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
513,480,contig-35_10_length_12968_read_count_19809_12_11720_12958,412,757,0.87,YP_654555.1,Secoviridae,Secoviridae,Secoviridae,912,57,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus,3,1.0,33.33
514,481,contig-35_15_length_10191_read_count_18727_1_186_2816,876,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,15,7.0,46.67
515,482,contig-35_15_length_10191_read_count_18727_2_2813_4975,720,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,11,7.0,63.64
516,483,contig-35_15_length_10191_read_count_18727_6_7185_8408,407,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
517,484,contig-35_15_length_10191_read_count_18727_7_8442_9746,434,978,0.92,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,3.0,75.0
518,485,contig-35_19_length_9471_read_count_13669_1_3_1793,597,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,8.0,100.0
519,486,contig-35_19_length_9471_read_count_13669_2_1793_2809,338,782,0.99,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus,1,1.0,100.0
520,487,contig-35_19_length_9471_read_count_13669_3_3056_4522,488,639,1.0,YP_009164031.1,Flaviviridae,Flaviviridae,Flaviviridae,251,83,polyprotein,Polyprotein,Culex tarsalis,ssRNA(+),Flavivirus,5,1.0,20.0
521,488,contig-35_19_length_9471_read_count_13669_8_7061_8101,346,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
522,489,contig-35_19_length_9471_read_count_13669_9_8110_9471,453,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
523,490,contig-35_23_length_8908_read_count_10483_1_108_1586,492,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
524,491,contig-35_23_length_8908_read_count_10483_2_1591_3003,470,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
