Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.6,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.75,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.51,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.85,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,1,332,ADR30470.1,Reoviridae,Reoviridae,Spinareoviridae,15744,215,sigma B protein,Other-Functions,Gallus gallus,dsRNA,Orthoreovirus,,,
408,contig-28_54_length_6667_read_count_10614_2_444_2399,651,0.64,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,0.75,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
409,contig-28_54_length_6667_read_count_10614_3_2558_4282,574,0.91,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
410,contig-28_54_length_6667_read_count_10614_4_4421_5605,394,0.56,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
410,contig-28_54_length_6667_read_count_10614_4_4421_5605,394,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
410,contig-28_54_length_6667_read_count_10614_4_4421_5605,394,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,0.53,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,0.49,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
411,contig-28_55_length_6644_read_count_11767_2_774_2333,519,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
412,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
412,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
412,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
412,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,0.85,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
412,contig-28_55_length_6644_read_count_11767_3_2330_3796,488,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
413,contig-28_55_length_6644_read_count_11767_4_3793_4743,316,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.53,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.66,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.66,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.61,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.84,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.76,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,0.89,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
414,contig-28_55_length_6644_read_count_11767_5_4740_6644,635,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
415,contig-28_60_length_6081_read_count_9343_2_1669_2916,415,0.68,15,QLC45894.1,Flaviviridae,Flaviviridae-Coronaviridae-Togaviridae-Phenuiviridae-Herpesviridae,Flaviviridae,189,20504,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Orthoflavivirus,,,
415,contig-28_60_length_6081_read_count_9343_2_1669_2916,415,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
415,contig-28_60_length_6081_read_count_9343_2_1669_2916,415,0.57,782,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus,,,
416,contig-28_60_length_6081_read_count_9343_4_3656_4678,340,0.89,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,,,
417,contig-28_60_length_6081_read_count_9343_5_4747_6081,444,0.57,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
417,contig-28_60_length_6081_read_count_9343_5_4747_6081,444,0.55,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
417,contig-28_60_length_6081_read_count_9343_5_4747_6081,444,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
417,contig-28_60_length_6081_read_count_9343_5_4747_6081,444,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
418,contig-28_62_length_6065_read_count_10137_2_134_1219,361,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
418,contig-28_62_length_6065_read_count_10137_2_134_1219,361,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
419,contig-28_62_length_6065_read_count_10137_4_1889_3112,407,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
419,contig-28_62_length_6065_read_count_10137_4_1889_3112,407,0.98,366,AMB66001.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2169,188,UL37,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus,,,
419,contig-28_62_length_6065_read_count_10137_4_1889_3112,407,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,0.79,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,0.54,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
420,contig-28_62_length_6065_read_count_10137_5_3140_4654,504,0.78,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
421,contig-28_62_length_6065_read_count_10137_6_4747_6033,428,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
421,contig-28_62_length_6065_read_count_10137_6_4747_6033,428,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
421,contig-28_62_length_6065_read_count_10137_6_4747_6033,428,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
421,contig-28_62_length_6065_read_count_10137_6_4747_6033,428,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.94,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.94,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
422,contig-28_73_length_5327_read_count_6574_4_1673_3283,536,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
423,contig-28_73_length_5327_read_count_6574_5_3298_4236,312,0.51,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
424,contig-28_73_length_5327_read_count_6574_6_4261_5253,330,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
425,contig-28_80_length_5090_read_count_6633_1_19_1299,426,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
425,contig-28_80_length_5090_read_count_6633_1_19_1299,426,0.55,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
425,contig-28_80_length_5090_read_count_6633_1_19_1299,426,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
425,contig-28_80_length_5090_read_count_6633_1_19_1299,426,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
426,contig-28_80_length_5090_read_count_6633_4_3047_3961,304,0.78,470,BAQ19498.1,Reoviridae,Reoviridae,Spinareoviridae,6622,137,mu NS,Non-structural,Gallus gallus,dsRNA,Orthoreovirus,,,
427,contig-28_80_length_5090_read_count_6633_5_3980_4939,319,0.83,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
428,contig-28_83_length_5030_read_count_10441_5_3238_4476,412,1,427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus,,,
428,contig-28_83_length_5030_read_count_10441_5_3238_4476,412,0.96,427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus,,,
428,contig-28_83_length_5030_read_count_10441_5_3238_4476,412,0.77,427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.73,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.88,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.64,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
429,contig-28_84_length_4952_read_count_8859_1_319_2106,595,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
430,contig-28_84_length_4952_read_count_8859_4_3545_4600,351,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
430,contig-28_84_length_4952_read_count_8859_4_3545_4600,351,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
431,contig-28_96_length_4610_read_count_5771_2_278_1246,322,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.66,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
432,contig-28_96_length_4610_read_count_5771_4_2209_4338,709,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
433,contig-28_99_length_4544_read_count_6852_1_3_1310,435,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
433,contig-28_99_length_4544_read_count_6852_1_3_1310,435,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
433,contig-28_99_length_4544_read_count_6852_1_3_1310,435,0.95,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
433,contig-28_99_length_4544_read_count_6852_1_3_1310,435,0.72,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
434,contig-28_99_length_4544_read_count_6852_2_1482_2834,450,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
434,contig-28_99_length_4544_read_count_6852_2_1482_2834,450,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
434,contig-28_99_length_4544_read_count_6852_2_1482_2834,450,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
434,contig-28_99_length_4544_read_count_6852_2_1482_2834,450,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
435,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
435,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
435,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
435,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,0.58,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
435,contig-28_99_length_4544_read_count_6852_3_3028_4488,486,0.59,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,0.73,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,0.63,98,AAD31543.1,Flaviviridae,Flaviviridae,Flaviviridae,441,1201,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Pegivirus,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
436,contig-28_101_length_4489_read_count_3633_1_42_3335,1097,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
