Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre
155,NODE_269_length_2113_cov_3.560241_1_640_1980,446,0.43,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
155,NODE_269_length_2113_cov_3.560241_1_640_1980,446,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
156,NODE_270_length_2113_cov_2.432229_1_1_2082,693,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
157,NODE_271_length_2112_cov_2.443998_1_387_1553,388,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
157,NODE_271_length_2112_cov_2.443998_1_387_1553,388,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
157,NODE_271_length_2112_cov_2.443998_1_387_1553,388,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.93,285,BCK34805.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2358,275,EBNA-3B- nuclear antigen,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.56,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.96,358,QBJ27544.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1084,191,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Carlavirus
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.59,358,QBJ27544.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1084,191,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Carlavirus
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.9,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
158,NODE_277_length_2101_cov_3.602525_1_3_2099,699,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
159,NODE_278_length_2101_cov_2.789394_1_112_1134,340,1.0,532,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein 1a,Polyprotein,Sus scrofa,ssRNA(+),Torovirus
160,NODE_279_length_2101_cov_2.392424_1_3_1286,428,1.0,267,P03364.3,Retroviridae,Retroviridae,Retroviridae,1245,299,pol protein,Polyprotein,Capra hircus,ssRNA-RT,Betaretrovirus
160,NODE_279_length_2101_cov_2.392424_1_3_1286,428,0.86,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
160,NODE_279_length_2101_cov_2.392424_1_3_1286,428,1.0,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
160,NODE_279_length_2101_cov_2.392424_1_3_1286,428,1.0,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
161,NODE_283_length_2097_cov_8.695344_1_926_2053,375,0.72,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
161,NODE_283_length_2097_cov_8.695344_1_926_2053,375,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.99,574,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.67,574,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,1.0,855,QHD64829.1,Hypoviridae,Hypoviridae,Hypoviridae,217,43,polyprotein,Polyprotein,Sclerotinia sclerotiorum,ssRNA(+),Betahypovirus
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.58,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.85,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
162,NODE_286_length_2092_cov_11.828513_1_2_2041,680,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,0.88,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,0.77,780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,5956,53,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthomarburgvirus
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,1.0,780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,5956,53,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthomarburgvirus
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
163,NODE_288_length_2087_cov_6.892675_1_45_1799,584,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
164,NODE_292_length_2079_cov_1.864147_1_576_2078,500,1.0,85,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus
164,NODE_292_length_2079_cov_1.864147_1_576_2078,500,0.83,574,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus
164,NODE_292_length_2079_cov_1.864147_1_576_2078,500,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
164,NODE_292_length_2079_cov_1.864147_1_576_2078,500,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
164,NODE_292_length_2079_cov_1.864147_1_576_2078,500,0.91,166,NP_044335.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,977,623,coat protein,Polyprotein,Malus domestica,ssRNA(+),Capillovirus
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,0.77,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
165,NODE_294_length_2075_cov_8.668373_1_1_1752,583,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.8,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.59,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
166,NODE_296_length_2070_cov_10.919959_1_317_2068,583,0.63,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
167,NODE_297_length_2069_cov_3.055955_1_2_2068,689,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,0.69,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,0.81,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,0.5,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,0.68,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
168,NODE_301_length_2064_cov_7.449820_1_556_2064,502,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.38,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.63,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus
169,NODE_302_length_2063_cov_7.395469_2_82_1605,507,0.74,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
170,NODE_307_length_2057_cov_8.348140_2_588_1547,319,0.65,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,1.0,714,YP_009137476.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4772,65,U40,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,1.0,830,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.97,860,YP_009976137.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1246,43,RNA-dependent RNA polymerase,Replication-Transcription,Citrus sinensis,ssRNA(-),Dichorhavirus
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.79,359,NP_612729.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4823,191,tegument serine/threonine protein kinase,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.75,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.56,926,ALD83625.1,Nairoviridae,Nairoviridae,Nairoviridae,1209,36,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-),Orthonairovirus
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.76,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
171,NODE_310_length_2055_cov_2.095140_1_3_1868,622,0.9,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
172,NODE_313_length_2048_cov_7.620135_1_239_1279,346,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
172,NODE_313_length_2048_cov_7.620135_1_239_1279,346,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,0.48,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,1.0,588,QBR53290.1,Solemoviridae,Solemoviridae-Tombusviridae,Solemoviridae,6167,99,P1 protein,Other-Functions,Brassica napus,ssRNA(+),Polerovirus
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,0.77,588,QBR53290.1,Solemoviridae,Solemoviridae-Tombusviridae,Solemoviridae,6167,99,P1 protein,Other-Functions,Brassica napus,ssRNA(+),Polerovirus
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,0.94,588,QBR53290.1,Solemoviridae,Solemoviridae-Tombusviridae,Solemoviridae,6167,99,P1 protein,Other-Functions,Brassica napus,ssRNA(+),Polerovirus
173,NODE_314_length_2047_cov_5.431983_1_141_2045,635,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
174,NODE_316_length_2044_cov_2.413417_2_398_1492,364,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
174,NODE_316_length_2044_cov_2.413417_2_398_1492,364,0.86,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,0.88,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,0.94,827,QGQ62515.1,Adenoviridae,Adenoviridae,Adenoviridae,4723,47,pTP,Other-Functions,Gallus gallus,dsDNA,Aviadenovirus
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,1.0,323,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,1.0,801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1532,50,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Roseolovirus
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
175,NODE_319_length_2031_cov_37.212565_2_155_2029,624,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
176,NODE_321_length_2029_cov_5.664046_1_3_1349,449,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
176,NODE_321_length_2029_cov_5.664046_1_3_1349,449,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
176,NODE_321_length_2029_cov_5.664046_1_3_1349,449,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
176,NODE_321_length_2029_cov_5.664046_1_3_1349,449,0.67,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
